application,law,repetition,campaign_id,operation,test_attempts,test_successes,E,R,common_point,equal_exact_point_forecasts,E_metrics,R_metrics
deathstarbench_social_network,NC,0,v4-confirmation-771621/deathstarbench_social_network/split/NC/0,read_home_timeline,1200,1200,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}","{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}"
deathstarbench_social_network,NC,0,v4-confirmation-771621/deathstarbench_social_network/split/NC/0,read_user_timeline,1200,1032,"{""identified_lower"": 0.8766666666666667, ""identified_upper"": 0.8766666666666667, ""kind"": ""point"", ""lower_exact"": ""263/300"", ""probability"": 0.8766666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""263/300""}","{""identified_lower"": 0.8766666666666667, ""identified_upper"": 0.8766666666666667, ""kind"": ""point"", ""lower_exact"": ""263/300"", ""probability"": 0.8766666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""263/300""}",True,True,"{""absolute_error_pp"": 1.6666666666666718, ""attempts"": 1200, ""brier"": 0.12067777777777777, ""forecast"": 0.8766666666666667, ""observed"": 0.86, ""signed_error_pp"": 1.6666666666666718, ""successes"": 1032}","{""absolute_error_pp"": 1.6666666666666718, ""attempts"": 1200, ""brier"": 0.12067777777777777, ""forecast"": 0.8766666666666667, ""observed"": 0.86, ""signed_error_pp"": 1.6666666666666718, ""successes"": 1032}"
deathstarbench_social_network,NC,1,v4-confirmation-771621/deathstarbench_social_network/split/NC/1,compose_post,1200,1049,"{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}","{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}",True,True,"{""absolute_error_pp"": 3.500000000000003, ""attempts"": 1200, ""brier"": 0.11122430555555556, ""forecast"": 0.9091666666666667, ""observed"": 0.8741666666666666, ""signed_error_pp"": 3.500000000000003, ""successes"": 1049}","{""absolute_error_pp"": 3.500000000000003, ""attempts"": 1200, ""brier"": 0.11122430555555556, ""forecast"": 0.9091666666666667, ""observed"": 0.8741666666666666, ""signed_error_pp"": 3.500000000000003, ""successes"": 1049}"
deathstarbench_social_network,NC,1,v4-confirmation-771621/deathstarbench_social_network/split/NC/1,read_home_timeline,1200,1200,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}","{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}"
deathstarbench_social_network,NC,1,v4-confirmation-771621/deathstarbench_social_network/split/NC/1,read_user_timeline,1200,1013,"{""identified_lower"": 0.8758333333333334, ""identified_upper"": 0.8758333333333334, ""kind"": ""point"", ""lower_exact"": ""1051/1200"", ""probability"": 0.8758333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1051/1200""}","{""identified_lower"": 0.8758333333333334, ""identified_upper"": 0.8758333333333334, ""kind"": ""point"", ""lower_exact"": ""1051/1200"", ""probability"": 0.8758333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1051/1200""}",True,True,"{""absolute_error_pp"": 3.166666666666673, ""attempts"": 1200, ""brier"": 0.13255208333333332, ""forecast"": 0.8758333333333334, ""observed"": 0.8441666666666666, ""signed_error_pp"": 3.166666666666673, ""successes"": 1013}","{""absolute_error_pp"": 3.166666666666673, ""attempts"": 1200, ""brier"": 0.13255208333333332, ""forecast"": 0.8758333333333334, ""observed"": 0.8441666666666666, ""signed_error_pp"": 3.166666666666673, ""successes"": 1013}"
deathstarbench_social_network,NC,2,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,compose_post,1200,1113,"{""identified_lower"": 0.9075, ""identified_upper"": 0.9075, ""kind"": ""point"", ""lower_exact"": ""363/400"", ""probability"": 0.9075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""363/400""}","{""identified_lower"": 0.9075, ""identified_upper"": 0.9075, ""kind"": ""point"", ""lower_exact"": ""363/400"", ""probability"": 0.9075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""363/400""}",True,True,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.06764375000000002, ""forecast"": 0.9075, ""observed"": 0.9275, ""signed_error_pp"": -2.0000000000000018, ""successes"": 1113}","{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.06764375000000002, ""forecast"": 0.9075, ""observed"": 0.9275, ""signed_error_pp"": -2.0000000000000018, ""successes"": 1113}"
deathstarbench_social_network,NC,2,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,read_home_timeline,1200,1200,"{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}","{""identified_lower"": 1.0, ""identified_upper"": 1.0, ""kind"": ""point"", ""lower_exact"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1""}",True,True,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}","{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}"
deathstarbench_social_network,NC,2,v4-confirmation-771621/deathstarbench_social_network/split/NC/2,read_user_timeline,1200,1076,"{""identified_lower"": 0.8725, ""identified_upper"": 0.8725, ""kind"": ""point"", ""lower_exact"": ""349/400"", ""probability"": 0.8725, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""349/400""}","{""identified_lower"": 0.8725, ""identified_upper"": 0.8725, ""kind"": ""point"", ""lower_exact"": ""349/400"", ""probability"": 0.8725, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""349/400""}",True,True,"{""absolute_error_pp"": 2.416666666666656, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8725, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666656, ""successes"": 1076}","{""absolute_error_pp"": 2.416666666666656, ""attempts"": 1200, ""brier"": 0.09323958333333333, ""forecast"": 0.8725, ""observed"": 0.8966666666666666, ""signed_error_pp"": -2.416666666666656, ""successes"": 1076}"
opentelemetry_demo,N,0,v4-confirmation-771621/opentelemetry_demo/split/N/0,add_to_cart,1200,1050,"{""identified_lower"": 0.8933333333333333, ""identified_upper"": 0.8933333333333333, ""kind"": ""point"", ""lower_exact"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""67/75""}","{""identified_lower"": 0.8933333333333333, ""identified_upper"": 0.8933333333333333, ""kind"": ""point"", ""lower_exact"": ""67/75"", ""probability"": 0.8933333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""67/75""}",True,True,"{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}","{""absolute_error_pp"": 1.8333333333333313, ""attempts"": 1200, ""brier"": 0.1097111111111111, ""forecast"": 0.8933333333333333, ""observed"": 0.875, ""signed_error_pp"": 1.8333333333333313, ""successes"": 1050}"
opentelemetry_demo,N,0,v4-confirmation-771621/opentelemetry_demo/split/N/0,browse_product,1200,1061,"{""identified_lower"": 0.9058333333333334, ""identified_upper"": 0.9058333333333334, ""kind"": ""point"", ""lower_exact"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1087/1200""}","{""identified_lower"": 0.9058333333333334, ""identified_upper"": 0.9058333333333334, ""kind"": ""point"", ""lower_exact"": ""1087/1200"", ""probability"": 0.9058333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1087/1200""}",True,True,"{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}","{""absolute_error_pp"": 2.1666666666666723, ""attempts"": 1200, ""brier"": 0.10288541666666667, ""forecast"": 0.9058333333333334, ""observed"": 0.8841666666666667, ""signed_error_pp"": 2.1666666666666723, ""successes"": 1061}"
opentelemetry_demo,N,0,v4-confirmation-771621/opentelemetry_demo/split/N/0,checkout,1200,888,"{""identified_lower"": 0.7733333333333333, ""identified_upper"": 0.7733333333333333, ""kind"": ""point"", ""lower_exact"": ""58/75"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""58/75""}","{""identified_lower"": 0.7733333333333333, ""identified_upper"": 0.7733333333333333, ""kind"": ""point"", ""lower_exact"": ""58/75"", ""probability"": 0.7733333333333333, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""58/75""}",True,True,"{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}","{""absolute_error_pp"": 3.3333333333333326, ""attempts"": 1200, ""brier"": 0.19351111111111108, ""forecast"": 0.7733333333333333, ""observed"": 0.74, ""signed_error_pp"": 3.3333333333333326, ""successes"": 888}"
opentelemetry_demo,N,1,v4-confirmation-771621/opentelemetry_demo/split/N/1,add_to_cart,1200,1084,"{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}","{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}",True,True,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}","{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.08735625, ""forecast"": 0.9091666666666667, ""observed"": 0.9033333333333333, ""signed_error_pp"": 0.5833333333333357, ""successes"": 1084}"
opentelemetry_demo,N,1,v4-confirmation-771621/opentelemetry_demo/split/N/1,browse_product,1200,1083,"{""identified_lower"": 0.9008333333333334, ""identified_upper"": 0.9008333333333334, ""kind"": ""point"", ""lower_exact"": ""1081/1200"", ""probability"": 0.9008333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1081/1200""}","{""identified_lower"": 0.9008333333333334, ""identified_upper"": 0.9008333333333334, ""kind"": ""point"", ""lower_exact"": ""1081/1200"", ""probability"": 0.9008333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1081/1200""}",True,True,"{""absolute_error_pp"": 0.1666666666666594, ""attempts"": 1200, ""brier"": 0.08799652777777778, ""forecast"": 0.9008333333333334, ""observed"": 0.9025, ""signed_error_pp"": -0.1666666666666594, ""successes"": 1083}","{""absolute_error_pp"": 0.1666666666666594, ""attempts"": 1200, ""brier"": 0.08799652777777778, ""forecast"": 0.9008333333333334, ""observed"": 0.9025, ""signed_error_pp"": -0.1666666666666594, ""successes"": 1083}"
opentelemetry_demo,N,1,v4-confirmation-771621/opentelemetry_demo/split/N/1,checkout,1200,930,"{""identified_lower"": 0.7608333333333334, ""identified_upper"": 0.7608333333333334, ""kind"": ""point"", ""lower_exact"": ""913/1200"", ""probability"": 0.7608333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""913/1200""}","{""identified_lower"": 0.7608333333333334, ""identified_upper"": 0.7608333333333334, ""kind"": ""point"", ""lower_exact"": ""913/1200"", ""probability"": 0.7608333333333334, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""913/1200""}",True,True,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.17457569444444446, ""forecast"": 0.7608333333333334, ""observed"": 0.775, ""signed_error_pp"": -1.416666666666666, ""successes"": 930}","{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.17457569444444446, ""forecast"": 0.7608333333333334, ""observed"": 0.775, ""signed_error_pp"": -1.416666666666666, ""successes"": 930}"
opentelemetry_demo,N,2,v4-confirmation-771621/opentelemetry_demo/split/N/2,add_to_cart,1200,1081,"{""identified_lower"": 0.9075, ""identified_upper"": 0.9075, ""kind"": ""point"", ""lower_exact"": ""363/400"", ""probability"": 0.9075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""363/400""}","{""identified_lower"": 0.9075, ""identified_upper"": 0.9075, ""kind"": ""point"", ""lower_exact"": ""363/400"", ""probability"": 0.9075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""363/400""}",True,True,"{""absolute_error_pp"": 0.6666666666666599, ""attempts"": 1200, ""brier"": 0.08937708333333333, ""forecast"": 0.9075, ""observed"": 0.9008333333333334, ""signed_error_pp"": 0.6666666666666599, ""successes"": 1081}","{""absolute_error_pp"": 0.6666666666666599, ""attempts"": 1200, ""brier"": 0.08937708333333333, ""forecast"": 0.9075, ""observed"": 0.9008333333333334, ""signed_error_pp"": 0.6666666666666599, ""successes"": 1081}"
opentelemetry_demo,N,2,v4-confirmation-771621/opentelemetry_demo/split/N/2,browse_product,1200,1067,"{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}","{""identified_lower"": 0.9091666666666667, ""identified_upper"": 0.9091666666666667, ""kind"": ""point"", ""lower_exact"": ""1091/1200"", ""probability"": 0.9091666666666667, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""1091/1200""}",True,True,"{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.09894930555555556, ""forecast"": 0.9091666666666667, ""observed"": 0.8891666666666667, ""signed_error_pp"": 2.0000000000000018, ""successes"": 1067}","{""absolute_error_pp"": 2.0000000000000018, ""attempts"": 1200, ""brier"": 0.09894930555555556, ""forecast"": 0.9091666666666667, ""observed"": 0.8891666666666667, ""signed_error_pp"": 2.0000000000000018, ""successes"": 1067}"
opentelemetry_demo,N,2,v4-confirmation-771621/opentelemetry_demo/split/N/2,checkout,1200,911,"{""identified_lower"": 0.8075, ""identified_upper"": 0.8075, ""kind"": ""point"", ""lower_exact"": ""323/400"", ""probability"": 0.8075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""323/400""}","{""identified_lower"": 0.8075, ""identified_upper"": 0.8075, ""kind"": ""point"", ""lower_exact"": ""323/400"", ""probability"": 0.8075, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""323/400""}",True,True,"{""absolute_error_pp"": 4.833333333333334, ""attempts"": 1200, ""brier"": 0.18516875, ""forecast"": 0.8075, ""observed"": 0.7591666666666667, ""signed_error_pp"": 4.833333333333334, ""successes"": 911}","{""absolute_error_pp"": 4.833333333333334, ""attempts"": 1200, ""brier"": 0.18516875, ""forecast"": 0.8075, ""observed"": 0.7591666666666667, ""signed_error_pp"": 4.833333333333334, ""successes"": 911}"
opentelemetry_demo,NC,0,v4-confirmation-771621/opentelemetry_demo/split/NC/0,add_to_cart,1200,1063,"{""identified_lower"": 0.875, ""identified_upper"": 0.875, ""kind"": ""point"", ""lower_exact"": ""7/8"", ""probability"": 0.875, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""7/8""}","{""identified_lower"": 0.875, ""identified_upper"": 0.875, ""kind"": ""point"", ""lower_exact"": ""7/8"", ""probability"": 0.875, ""reason"": null, ""status"": ""ok"", ""upper_exact"": ""7/8""}",True,True,"{""absolute_error_pp"": 1.0833333333333361, ""attempts"": 1200, ""brier"": 0.10125, ""forecast"": 0.875, ""observed"": 0.8858333333333334, ""signed_error_pp"": -1.0833333333333361, ""successes"": 1063}","{""absolute_error_pp"": 1.0833333333333361, ""attempts"": 1200, ""brier"": 0.10125, ""forecast"": 0.875, ""observed"": 0.8858333333333334, ""signed_error_pp"": -1.0833333333333361, ""successes"": 1063}"
