application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0,,qualified,"{""exact_fraction"": ""93/100"", ""probability"": 0.93, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 0.5833333333333246, ""attempts"": 1200, ""brier"": 0.06008333333333333, ""forecast"": 0.93, ""observed"": 0.9358333333333333, ""signed_error_pp"": -0.5833333333333246, ""successes"": 1123}",read_user_timeline,split,0
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 6.4166666666666705, ""attempts"": 1200, ""brier"": 0.06416666666666666, ""forecast"": 1.0, ""observed"": 0.9358333333333333, ""signed_error_pp"": 6.4166666666666705, ""successes"": 1123}",read_user_timeline,split,0
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1116/1200"", ""probability"": 0.93, ""reason"": null, ""status"": ""ok"", ""successes"": 1116, ""timeouts"": 84}",N,B0,"{""absolute_error_pp"": 0.5833333333333246, ""attempts"": 1200, ""brier"": 0.06008333333333333, ""forecast"": 0.93, ""observed"": 0.9358333333333333, ""signed_error_pp"": -0.5833333333333246, ""successes"": 1123}",read_user_timeline,split,0
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0,,qualified,"{""model_id"": ""campaign-fdfbf68397c13e74a827--read_user_timeline--conditional_local"", ""probability"": 0.9299999999999999, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.06008333333333333, ""forecast"": 0.9299999999999999, ""observed"": 0.9358333333333333, ""signed_error_pp"": -0.5833333333333357, ""successes"": 1123}",read_user_timeline,split,0
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/0,,qualified,"{""model_id"": ""campaign-fdfbf68397c13e74a827--read_user_timeline--inclusive"", ""probability"": 0.9299999999999999, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 0.5833333333333357, ""attempts"": 1200, ""brier"": 0.06008333333333333, ""forecast"": 0.9299999999999999, ""observed"": 0.9358333333333333, ""signed_error_pp"": -0.5833333333333357, ""successes"": 1123}",read_user_timeline,split,0
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""569/600"", ""probability"": 0.9483333333333334, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.08333333333333526, ""attempts"": 1200, ""brier"": 0.04825, ""forecast"": 0.9483333333333334, ""observed"": 0.9491666666666667, ""signed_error_pp"": -0.08333333333333526, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.9483333333333334, ""identified_upper"": 1.0, ""lower_exact"": ""569/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.9483333333333334, ""identified_upper"": 1.0, ""lower_exact"": ""569/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.9483333333333334, ""identified_upper"": 0.9991666666666666, ""lower_exact"": ""569/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1199/1200""}",N,G_without_deadline,,compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""569/600"", ""probability"": 0.9483333333333334, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.08333333333333526, ""attempts"": 1200, ""brier"": 0.04825, ""forecast"": 0.9483333333333334, ""observed"": 0.9491666666666667, ""signed_error_pp"": -0.08333333333333526, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.9483333333333334, ""identified_upper"": 0.9491666666666667, ""lower_exact"": ""569/600"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1139/1200""}",N,G_without_completion,,compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 5.083333333333329, ""attempts"": 1200, ""brier"": 0.050833333333333335, ""forecast"": 1.0, ""observed"": 0.9491666666666667, ""signed_error_pp"": 5.083333333333329, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1138/1200"", ""probability"": 0.9483333333333334, ""reason"": null, ""status"": ""ok"", ""successes"": 1138, ""timeouts"": 61}",N,B0,"{""absolute_error_pp"": 0.08333333333333526, ""attempts"": 1200, ""brier"": 0.04825, ""forecast"": 0.9483333333333334, ""observed"": 0.9491666666666667, ""signed_error_pp"": -0.08333333333333526, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--compose_post--conditional_local"", ""probability"": 0.9483333333333333, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.08333333333334636, ""attempts"": 1200, ""brier"": 0.04825000000000001, ""forecast"": 0.9483333333333333, ""observed"": 0.9491666666666667, ""signed_error_pp"": -0.08333333333334636, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--compose_post--inclusive"", ""probability"": 0.9475430555555555, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 0.16236111111112006, ""attempts"": 1200, ""brier"": 0.048251941668595685, ""forecast"": 0.9475430555555555, ""observed"": 0.9491666666666667, ""signed_error_pp"": -0.16236111111112006, ""successes"": 1139}",compose_post,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,GID,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,Gselected,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_deadline,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1200/1200"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok"", ""successes"": 1200, ""timeouts"": 0}",N,B0,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--read_home_timeline--conditional_local"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--read_home_timeline--inclusive"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 0.0, ""attempts"": 1200, ""brier"": 0.0, ""forecast"": 1.0, ""observed"": 1.0, ""signed_error_pp"": 0.0, ""successes"": 1200}",read_home_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""23/25"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.92, ""identified_upper"": 1.0, ""lower_exact"": ""23/25"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.92, ""identified_upper"": 1.0, ""lower_exact"": ""23/25"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""identified_lower"": 0.92, ""identified_upper"": 1.0, ""lower_exact"": ""23/25"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,G_without_deadline,,read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""23/25"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""23/25"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",N,G_without_completion,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""exact_fraction"": ""1"", ""probability"": 1.0, ""reason"": null, ""status"": ""ok""}",N,G0,"{""absolute_error_pp"": 6.58333333333333, ""attempts"": 1200, ""brier"": 0.06583333333333333, ""forecast"": 1.0, ""observed"": 0.9341666666666667, ""signed_error_pp"": 6.58333333333333, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""attempts"": 1200, ""exact_fraction"": ""1104/1200"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok"", ""successes"": 1104, ""timeouts"": 96}",N,B0,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--read_user_timeline--conditional_local"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",N,PMX,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/1,,qualified,"{""model_id"": ""campaign-eb9ee9a37552d47fe9bb--read_user_timeline--inclusive"", ""probability"": 0.92, ""reason"": null, ""status"": ""ok""}",N,PMX_inclusive,"{""absolute_error_pp"": 1.416666666666666, ""attempts"": 1200, ""brier"": 0.06169999999999999, ""forecast"": 0.92, ""observed"": 0.9341666666666667, ""signed_error_pp"": -1.416666666666666, ""successes"": 1121}",read_user_timeline,split,1
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/2,,qualified,"{""exact_fraction"": ""379/400"", ""probability"": 0.9475, ""reason"": null, ""status"": ""ok""}",N,Gstar,"{""absolute_error_pp"": 0.33333333333332993, ""attempts"": 1200, ""brier"": 0.046760416666666665, ""forecast"": 0.9475, ""observed"": 0.9508333333333333, ""signed_error_pp"": -0.33333333333332993, ""successes"": 1141}",compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/2,,qualified,"{""identified_lower"": 0.9475, ""identified_upper"": 1.0, ""lower_exact"": ""379/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,GID,,compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/2,,qualified,"{""identified_lower"": 0.9475, ""identified_upper"": 1.0, ""lower_exact"": ""379/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1""}",N,Gselected,,compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/2,,qualified,"{""identified_lower"": 0.9475, ""identified_upper"": 0.9991666666666666, ""lower_exact"": ""379/400"", ""probability"": null, ""reason"": ""not_point_identified_under_declared_observation_law"", ""status"": ""unsupported"", ""upper_exact"": ""1199/1200""}",N,G_without_deadline,,compose_post,split,2
deathstarbench_social_network,v4-confirmation-771621/deathstarbench_social_network/split/N/2,,qualified,"{""exact_fraction"": ""379/400"", ""probability"": 0.9475, ""reason"": null, ""status"": ""ok""}",N,G_without_selection,"{""absolute_error_pp"": 0.33333333333332993, ""attempts"": 1200, ""brier"": 0.046760416666666665, ""forecast"": 0.9475, ""observed"": 0.9508333333333333, ""signed_error_pp"": -0.33333333333332993, ""successes"": 1141}",compose_post,split,2
